Parámetro;región;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
Anomalía de la temperatura media de las mínimas;A CORUÑA;-0.3;0.8;-0.1;0.2;0.5;-1.0;1.0;0.7;1.5;1.4;1.2;1.3;0.6
Anomalía de la temperatura media de las mínimas;ALBACETE;-0.9;-0.4;-0.8;0.1;0.6;-0.2;1.5;0.4;1.0;0.4;0.8;2.2;0.4
Anomalía de la temperatura media de las mínimas;ALICANTE/ALACANT;-0.9;-0.8;-0.6;0.1;-0.1;-0.4;1.4;0.6;1.2;0.7;0.6;2.1;0.3
Anomalía de la temperatura media de las mínimas;ALMERIA;0.1;-0.4;0.0;0.1;1.2;0.4;1.0;1.1;1.1;0.5;0.7;1.7;0.7
Anomalía de la temperatura media de las mínimas;ARABA/ALAVA;-0.3;0.2;-0.6;-0.1;-2.1;-0.2;1.0;0.4;0.5;1.0;0.4;0.7;0.1
Anomalía de la temperatura media de las mínimas;ASTURIAS;-0.2;1.1;0.2;0.4;-0.4;-0.1;1.3;0.9;0.9;1.4;0.8;1.4;0.6
Anomalía de la temperatura media de las mínimas;AVILA;-1.1;0.1;-0.7;-0.1;-0.5;-0.4;1.9;0.8;0.1;1.3;1.1;2.1;0.4
Anomalía de la temperatura media de las mínimas;BADAJOZ;-1.1;-0.3;-0.3;-0.2;1.5;-1.6;-0.2;0.0;0.5;0.0;0.8;2.2;0.1
Anomalía de la temperatura media de las mínimas;ILLES BALEARS;-0.9;-1.0;-0.3;0.0;-1.3;-0.2;1.0;0.5;0.8;0.3;-0.5;1.5;0.0
Anomalía de la temperatura media de las mínimas;BARCELONA;-1.2;0.1;-0.2;0.4;-1.3;-0.2;1.0;0.9;0.8;1.2;-0.6;2.7;0.3
Anomalía de la temperatura media de las mínimas;BIZKAIA;-0.3;1.0;0.0;0.3;-1.5;-0.4;1.2;0.5;0.6;1.3;0.3;1.1;0.4
Anomalía de la temperatura media de las mínimas;BURGOS;-0.9;-0.4;-0.7;0.1;-1.7;0.1;1.5;0.7;0.4;1.3;1.2;1.4;0.3
Anomalía de la temperatura media de las mínimas;CACERES;-0.7;0.2;0.0;-0.4;1.3;-1.7;0.0;0.0;0.6;0.5;0.8;2.0;0.2
Anomalía de la temperatura media de las mínimas;CADIZ;-0.9;-0.2;0.5;-0.4;1.3;-1.3;-0.5;0.3;0.2;-0.3;-0.1;1.1;0.0
Anomalía de la temperatura media de las mínimas;CANTABRIA;-0.7;-0.3;-0.7;0.0;-1.6;-0.3;1.2;0.3;0.5;0.8;0.3;0.3;0.0
Anomalía de la temperatura media de las mínimas;CASTELLON/CASTELLÓ;-0.2;0.0;0.0;0.3;-0.5;-0.6;0.9;0.8;1.0;1.0;0.4;2.2;0.4
Anomalía de la temperatura media de las mínimas;CEUTA;0.8;0.5;1.1;-0.1;1.3;-0.4;0.5;1.0;-0.2;0.6;0.3;1.3;0.6
Anomalía de la temperatura media de las mínimas;CIUDAD REAL;-1.0;-0.5;0.1;0.1;1.4;-0.1;1.7;0.5;0.9;0.9;0.9;2.5;0.7
Anomalía de la temperatura media de las mínimas;CORDOBA;-0.8;-0.5;-0.1;0.0;1.9;-0.7;0.5;0.7;1.0;0.5;0.6;2.2;0.5
Anomalía de la temperatura media de las mínimas;CUENCA;-0.9;-0.2;-0.5;0.4;0.0;-0.1;1.6;0.6;1.3;0.9;1.0;2.3;0.6
Anomalía de la temperatura media de las mínimas;GIPUZKOA;-0.8;1.1;-0.4;0.3;-1.9;-0.5;0.8;0.2;0.4;1.3;0.0;1.0;0.2
Anomalía de la temperatura media de las mínimas;GIRONA;-1.1;0.4;0.1;0.4;-1.3;-0.3;1.6;1.0;0.7;1.4;-0.8;2.4;0.4
Anomalía de la temperatura media de las mínimas;GRANADA;0.3;0.0;0.1;0.0;1.9;0.4;1.1;1.4;1.3;0.8;0.2;2.1;0.8
Anomalía de la temperatura media de las mínimas;GUADALAJARA;-0.5;0.4;0.1;0.6;-0.3;0.7;2.4;1.6;1.4;1.4;1.6;2.4;1.0
Anomalía de la temperatura media de las mínimas;HUELVA;0.2;0.4;-0.2;-0.1;1.8;-1.6;-0.7;0.6;0.8;-0.1;0.6;1.8;0.3
Anomalía de la temperatura media de las mínimas;HUESCA;-0.8;0.2;-0.4;0.4;-1.6;0.5;1.6;1.2;0.3;1.0;-0.2;2.4;0.4
Anomalía de la temperatura media de las mínimas;JAEN;-0.7;-0.4;0.0;-0.2;1.7;-0.2;0.5;0.9;0.7;0.4;0.0;1.3;0.3
Anomalía de la temperatura media de las mínimas;LA RIOJA;0.4;-0.2;-0.7;0.4;-1.3;0.1;1.6;0.6;0.4;1.2;0.8;1.5;0.4
Anomalía de la temperatura media de las mínimas;LAS PALMAS;-0.3;0.4;-0.3;0.0;0.9;-0.2;-0.5;0.5;-0.2;0.6;0.4;0.3;0.1
Anomalía de la temperatura media de las mínimas;LEON;-1.0;0.0;-0.5;0.1;-0.8;-0.3;1.5;0.8;0.3;1.3;1.2;1.6;0.3
Anomalía de la temperatura media de las mínimas;LLEIDA;-0.4;0.5;-0.2;0.2;-1.6;0.1;1.2;0.9;0.4;0.9;-0.6;2.8;0.3
Anomalía de la temperatura media de las mínimas;LUGO;-0.2;0.6;0.0;0.5;-0.1;-0.5;1.3;1.0;1.3;1.2;1.1;1.4;0.6
Anomalía de la temperatura media de las mínimas;MADRID;-1.0;-0.1;0.2;0.4;0.6;0.6;2.6;1.3;1.1;0.9;1.2;2.3;0.9
Anomalía de la temperatura media de las mínimas;MALAGA;0.2;0.4;0.7;-0.1;1.8;-0.3;0.4;0.9;0.8;0.8;0.3;1.8;0.7
Anomalía de la temperatura media de las mínimas;MELILLA;0.3;-0.1;0.6;0.1;1.5;0.0;0.7;1.5;0.8;0.4;0.8;1.6;0.7
Anomalía de la temperatura media de las mínimas;MURCIA;-0.4;-0.5;-0.5;0.2;0.4;-0.4;1.2;0.8;1.3;0.5;0.6;1.9;0.4
Anomalía de la temperatura media de las mínimas;NAVARRA;0.2;-0.1;-0.4;0.4;-1.3;0.3;1.6;0.5;0.5;1.2;0.2;1.5;0.4
Anomalía de la temperatura media de las mínimas;OURENSE;-1.1;0.5;-0.7;0.1;-0.3;-1.3;0.8;0.1;0.4;0.9;1.0;1.0;0.1
Anomalía de la temperatura media de las mínimas;PALENCIA;-1.0;-0.3;-0.8;0.0;-1.4;-0.1;1.6;0.6;0.6;1.4;1.2;1.8;0.3
Anomalía de la temperatura media de las mínimas;PONTEVEDRA;-0.7;0.5;0.1;0.1;0.5;-1.4;0.7;0.4;1.3;0.9;1.0;1.1;0.4
Anomalía de la temperatura media de las mínimas;SALAMANCA;-1.3;-0.2;-0.9;-0.2;-0.2;-1.2;0.8;0.7;0.1;0.8;1.4;1.4;0.1
Anomalía de la temperatura media de las mínimas;SANTA CRUZ DE TENERIFE;-0.6;0.7;-0.6;-0.7;0.8;-0.5;-1.3;0.5;-0.4;0.9;0.4;0.6;0.0
Anomalía de la temperatura media de las mínimas;SEGOVIA;-0.9;0.8;0.5;0.5;-0.6;1.1;2.7;2.0;0.9;2.0;1.3;2.1;1.0
Anomalía de la temperatura media de las mínimas;SEVILLA;-0.6;0.1;0.3;0.0;1.8;-1.0;0.2;0.8;1.1;0.0;0.6;2.1;0.5
Anomalía de la temperatura media de las mínimas;SORIA;-1.0;-0.4;-0.8;0.0;-2.0;-0.2;1.3;0.5;0.0;0.7;1.2;1.6;0.1
Anomalía de la temperatura media de las mínimas;TARRAGONA;-0.8;-0.4;-0.3;0.3;-1.2;-0.5;1.0;0.4;0.4;1.0;-0.2;2.0;0.1
Anomalía de la temperatura media de las mínimas;TERUEL;-0.8;0.2;-0.3;0.3;-1.3;0.5;1.5;1.0;0.7;1.3;0.7;2.1;0.5
Anomalía de la temperatura media de las mínimas;TOLEDO;-1.5;-0.6;-0.2;0.1;0.8;-0.2;1.6;0.5;0.9;0.8;1.1;2.6;0.5
Anomalía de la temperatura media de las mínimas;VALENCIA/VALÈNCIA;-0.8;-0.8;-0.4;0.5;-0.1;-0.8;0.9;0.5;1.3;0.6;1.1;2.3;0.4
Anomalía de la temperatura media de las mínimas;VALLADOLID;-2.0;-0.7;-0.9;0.0;-1.2;-0.4;1.6;0.8;0.6;1.5;1.8;1.6;0.2
Anomalía de la temperatura media de las mínimas;ZAMORA;-1.5;-0.2;-0.4;-0.1;-1.0;-0.7;1.2;0.9;0.3;1.5;1.8;1.6;0.3
Anomalía de la temperatura media de las mínimas;ZARAGOZA;-0.6;-0.3;-0.4;0.2;-1.4;0.0;1.3;0.6;0.4;1.3;0.9;1.9;0.4
