Parámetro;región;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
Anomalía de la temperatura media de las máximas;A CORUÑA;0.5;2.2;-0.1;0.7;4.1;-1.0;2.2;-0.4;1.0;-1.7;1.5;-0.9;0.6
Anomalía de la temperatura media de las máximas;ALBACETE;0.9;4.8;-1.1;-0.5;2.2;0.4;1.6;1.6;0.1;0.0;2.3;0.1;1.1
Anomalía de la temperatura media de las máximas;ALICANTE/ALACANT;0.7;4.2;-0.1;-0.4;2.4;0.6;0.9;1.7;0.4;0.7;2.0;1.0;1.2
Anomalía de la temperatura media de las máximas;ALMERIA;0.5;3.4;-0.4;-0.9;2.6;0.8;1.7;1.9;0.6;0.4;2.1;0.8;1.1
Anomalía de la temperatura media de las máximas;ARABA/ALAVA;1.2;4.8;0.3;2.1;3.4;-0.5;0.9;1.3;1.0;-1.7;2.6;-0.2;1.3
Anomalía de la temperatura media de las máximas;ASTURIAS;1.3;3.8;-0.3;0.9;3.0;-1.0;0.4;-0.1;-0.2;-1.5;2.0;-0.7;0.6
Anomalía de la temperatura media de las máximas;AVILA;1.0;4.6;-0.4;0.0;3.2;-0.5;2.6;-0.2;-0.3;-1.2;1.7;-0.8;0.8
Anomalía de la temperatura media de las máximas;BADAJOZ;0.8;3.9;-0.3;-0.8;3.0;-0.9;3.3;0.3;0.6;0.0;1.7;-0.3;0.9
Anomalía de la temperatura media de las máximas;ILLES BALEARS;1.4;3.4;0.6;1.1;2.4;0.0;0.9;0.9;0.3;-0.4;1.9;0.7;1.0
Anomalía de la temperatura media de las máximas;BARCELONA;1.4;4.0;-0.4;0.3;2.4;-1.6;0.7;1.1;0.4;-0.7;2.3;0.1;0.9
Anomalía de la temperatura media de las máximas;BIZKAIA;1.6;4.1;0.0;2.8;2.8;-0.7;0.4;1.3;1.4;-1.8;3.1;-0.4;1.3
Anomalía de la temperatura media de las máximas;BURGOS;0.9;4.4;0.1;1.3;3.2;-0.8;1.3;0.1;0.2;-1.8;2.6;-0.3;0.9
Anomalía de la temperatura media de las máximas;CACERES;0.2;3.3;-0.6;-0.7;2.3;-0.8;2.9;-0.1;0.2;-0.6;1.1;-0.2;0.6
Anomalía de la temperatura media de las máximas;CADIZ;0.8;3.4;0.1;-0.7;2.3;-0.5;1.8;1.0;0.8;-0.1;1.8;0.0;0.9
Anomalía de la temperatura media de las máximas;CANTABRIA;1.3;3.8;-0.1;1.6;3.2;-1.2;0.6;0.6;0.2;-1.8;2.6;-0.6;0.8
Anomalía de la temperatura media de las máximas;CASTELLON/CASTELLÓ;1.0;5.1;-0.7;0.1;2.5;-0.3;1.0;1.4;0.5;0.4;1.4;0.4;1.0
Anomalía de la temperatura media de las máximas;CEUTA;0.6;2.0;0.9;0.1;1.6;0.9;1.3;2.2;0.9;-0.2;0.4;0.2;1.0
Anomalía de la temperatura media de las máximas;CIUDAD REAL;0.8;4.3;-0.3;0.0;3.1;-0.3;2.7;0.6;0.1;-0.2;2.3;0.0;1.1
Anomalía de la temperatura media de las máximas;CORDOBA;0.6;4.4;0.1;-0.7;2.9;-0.2;2.7;0.7;0.4;0.0;2.0;-0.5;1.1
Anomalía de la temperatura media de las máximas;CUENCA;1.3;5.0;-1.0;0.0;2.9;0.0;1.6;1.0;0.1;-0.4;2.6;0.0;1.1
Anomalía de la temperatura media de las máximas;GIPUZKOA;1.4;4.4;0.0;2.7;2.7;-0.9;0.4;1.5;1.0;-2.4;2.7;-0.6;1.1
Anomalía de la temperatura media de las máximas;GIRONA;1.6;4.2;-0.4;0.5;2.9;-1.5;0.6;1.5;0.5;-0.9;1.9;0.1;0.9
Anomalía de la temperatura media de las máximas;GRANADA;0.9;4.7;-0.1;-0.6;2.6;0.1;1.7;1.6;-0.1;-0.1;2.7;-0.1;1.1
Anomalía de la temperatura media de las máximas;GUADALAJARA;1.3;4.6;-0.7;0.4;3.2;-0.7;2.1;0.8;-0.2;-1.4;2.5;-0.4;0.9
Anomalía de la temperatura media de las máximas;HUELVA;0.2;3.7;-0.4;-1.1;2.7;-0.8;2.1;0.4;0.3;0.1;1.1;-0.3;0.7
Anomalía de la temperatura media de las máximas;HUESCA;0.6;4.6;-0.6;0.6;2.7;-1.6;1.2;1.1;0.5;-1.3;2.0;-0.5;0.8
Anomalía de la temperatura media de las máximas;JAEN;1.0;5.0;0.1;-0.1;3.1;0.0;2.7;1.4;0.4;0.1;2.7;-0.3;1.4
Anomalía de la temperatura media de las máximas;LA RIOJA;0.9;5.0;0.0;0.8;3.5;-1.1;1.0;0.5;0.6;-1.3;1.8;-0.1;1.0
Anomalía de la temperatura media de las máximas;LAS PALMAS;0.4;2.9;0.1;0.7;1.9;1.0;1.8;1.4;1.4;0.0;1.0;-0.2;1.0
Anomalía de la temperatura media de las máximas;LEON;1.2;4.5;1.3;0.9;4.5;-1.0;3.4;-0.4;0.6;-1.2;2.2;-0.5;1.3
Anomalía de la temperatura media de las máximas;LLEIDA;1.3;4.8;-0.4;0.7;2.7;-1.5;0.8;1.4;0.3;-1.3;2.2;0.0;1.0
Anomalía de la temperatura media de las máximas;LUGO;1.4;3.9;0.5;1.0;4.2;-0.8;2.2;-0.3;0.8;-1.5;2.4;-0.6;1.1
Anomalía de la temperatura media de las máximas;MADRID;1.0;3.7;-0.6;0.0;3.2;-0.1;2.8;0.1;-0.2;-1.2;1.5;-0.3;0.8
Anomalía de la temperatura media de las máximas;MALAGA;0.8;3.9;0.7;-0.9;1.8;0.6;1.1;1.5;0.2;0.5;1.7;0.3;1.0
Anomalía de la temperatura media de las máximas;MELILLA;1.0;1.9;0.9;1.1;1.7;0.9;0.3;1.5;0.4;-0.6;1.2;0.4;0.9
Anomalía de la temperatura media de las máximas;MURCIA;0.4;4.0;-0.5;-1.1;2.1;0.6;0.8;1.7;0.3;0.6;1.9;1.0;1.0
Anomalía de la temperatura media de las máximas;NAVARRA;0.7;4.5;-0.2;1.8;3.1;-1.1;1.1;1.0;0.5;-1.9;2.0;-0.8;0.9
Anomalía de la temperatura media de las máximas;OURENSE;0.9;4.0;0.8;0.6;5.1;-1.2;4.7;-0.1;1.4;-1.6;2.2;-1.0;1.3
Anomalía de la temperatura media de las máximas;PALENCIA;0.5;4.0;0.7;0.9;3.6;-0.8;2.0;0.0;0.0;-1.2;2.2;-0.1;1.0
Anomalía de la temperatura media de las máximas;PONTEVEDRA;0.7;2.5;0.3;0.2;4.1;-1.4;4.1;-0.5;1.5;-1.5;2.0;-0.8;0.9
Anomalía de la temperatura media de las máximas;SALAMANCA;0.3;3.9;-0.3;-0.1;3.4;-0.7;2.8;-0.3;0.2;-0.8;2.1;-0.4;0.8
Anomalía de la temperatura media de las máximas;SANTA CRUZ DE TENERIFE;0.8;3.7;0.2;0.7;2.3;0.4;2.2;1.4;1.6;0.4;1.3;-0.4;1.2
Anomalía de la temperatura media de las máximas;SEGOVIA;1.3;4.3;-0.2;0.3;3.0;-1.2;2.2;-0.3;-0.2;-1.5;2.5;-0.7;0.8
Anomalía de la temperatura media de las máximas;SEVILLA;0.4;4.1;-0.1;-0.8;2.9;-0.2;2.7;1.1;0.8;0.3;1.8;-0.1;1.1
Anomalía de la temperatura media de las máximas;SORIA;1.7;5.1;-0.3;0.7;3.4;-1.0;2.0;0.6;0.3;-1.4;2.8;-0.5;1.1
Anomalía de la temperatura media de las máximas;TARRAGONA;0.3;4.3;-0.3;0.1;2.6;-0.7;1.5;1.4;1.0;-0.2;1.7;0.1;1.0
Anomalía de la temperatura media de las máximas;TERUEL;0.9;5.3;-1.0;0.1;2.5;-0.8;0.9;1.0;-0.2;-0.6;1.8;0.0;0.9
Anomalía de la temperatura media de las máximas;TOLEDO;0.7;3.6;-0.6;-0.2;3.0;-0.4;2.9;0.2;0.0;-0.6;1.4;0.1;0.9
Anomalía de la temperatura media de las máximas;VALENCIA/VALÈNCIA;1.0;5.3;-1.2;-0.5;2.5;0.7;0.8;1.8;0.7;0.9;1.9;0.9;1.2
Anomalía de la temperatura media de las máximas;VALLADOLID;-0.3;3.8;0.3;0.7;3.8;-0.8;2.8;0.3;0.5;-0.9;2.1;0.3;1.0
Anomalía de la temperatura media de las máximas;ZAMORA;0.2;4.2;0.7;0.4;4.1;-0.8;3.2;-0.2;0.9;-0.8;1.6;0.0;1.1
Anomalía de la temperatura media de las máximas;ZARAGOZA;0.4;4.8;-0.5;0.7;2.7;-0.8;1.3;1.3;0.6;-0.8;1.6;0.3;0.9
